ID,ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved
4110,2029-04-02,42,117744,531,Employed,Bachelor,17,16005,36,Married,5,Rent,747,0.5733025885606066,4,1,0.1385740710115824,0,Auto,0,23,10,4081,726,91767,32676,9812.0,0.8404269725210513,4,59091,0.235505,0.2638310140738917,648.122101006152,0.142185293620684,1
4111,2029-04-03,53,125341,669,Employed,Bachelor,30,19239,36,Divorced,0,Rent,816,0.2978372414896478,2,1,0.2758092435575409,0,Home,0,19,5,1515,916,63246,6622,10445.083333333334,0.6139493184380418,4,56624,0.169739,0.1545631912638148,671.2334481593629,0.1423859820642276,1
4112,2029-04-04,30,68516,631,Employed,Bachelor,8,56031,48,Single,0,Mortgage,349,0.2144501508309901,7,0,0.0641158642830064,0,Debt Consolidation,0,28,16,2944,2279,145334,34939,5709.666666666667,0.8072715604348704,4,110395,0.235531,0.2223037330819815,1772.3322065729558,0.3715334590296495,0
4113,2029-04-05,58,35936,614,Employed,Master,35,12545,36,Divorced,1,Mortgage,288,0.4506113706529012,1,0,0.3256006042493047,0,Home,0,26,27,12848,2706,92372,21348,2994.6666666666665,0.7787741336442625,5,71024,0.190545,0.1836160152909952,455.8106718453138,0.2483784523080967,1
4114,2029-04-06,21,51196,597,Employed,Master,0,29640,60,Single,2,Mortgage,361,0.098921166002963,4,0,0.4755881499566484,0,Other,0,27,22,2998,1874,41270,71029,4266.333333333333,0.9699393020052852,8,1599,0.23614,0.2332671600257744,841.1386963675274,0.2817732704978968,0
4115,2029-04-07,59,181279,542,Unemployed,Associate,33,15448,72,Married,0,Rent,376,0.2192067406653393,2,1,0.5735019242145035,0,Auto,0,34,4,2315,235,207393,24185,15106.583333333334,0.7258144646161581,4,183208,0.259448,0.2103681064772072,379.3657556220101,0.0500024220536527,1
4116,2029-04-08,35,47267,618,Employed,Master,12,59929,60,Single,1,Rent,306,0.1696843694108821,1,1,0.2135652612238293,0,Home,0,21,20,2388,1287,186757,11961,3938.9166666666665,0.9298861433426528,4,174796,0.255929,0.2659754894192813,1815.5636910155224,0.5386160385086058,0
4117,2029-04-09,37,55430,610,Employed,Master,15,44420,48,Married,1,Rent,613,0.1284786884758061,3,0,0.2400878396614537,0,Debt Consolidation,0,20,25,16706,275,55054,24133,4619.166666666667,0.8764037593262494,6,30921,0.23442,0.2522657587209264,1478.4586059032258,0.4527783379187932,0
4118,2029-04-10,18,46943,515,Self-Employed,Bachelor,0,33015,72,Single,2,Rent,472,0.1827509359599668,2,1,0.2549293066744739,0,Home,0,26,16,4084,316,112665,29024,3911.9166666666665,0.9203958772434752,6,83641,0.290515,0.2980194336308266,989.017138442538,0.3734785944935444,0
4119,2029-04-11,34,26139,458,Employed,Bachelor,10,7629,96,Married,0,Own,1386,0.3546546137488256,4,0,0.1679752402280395,0,Education,0,19,8,939,2830,67302,94548,2178.25,0.7274990430358147,6,3374,0.313629,0.3244862152124858,223.5491209088964,0.7389184533037514,0
4120,2029-04-12,27,24620,522,Employed,Bachelor,3,12388,24,Married,1,Own,349,0.0165553059087996,3,0,0.1615029002833169,1,Other,1,27,26,3224,5008,68111,6708,2051.6666666666665,0.954484348011796,5,61403,0.226388,0.2149127808125776,639.5586935840389,0.4818320196185405,0
4121,2029-04-13,32,30027,572,Self-Employed,High School,10,21434,36,Single,2,Own,338,0.5176100200538086,7,1,0.4067100273315605,0,Debt Consolidation,0,20,21,485,794,146742,95546,2502.25,0.6540229770094294,4,51196,0.220434,0.2269352886007196,826.2843299784942,0.4652949665215282,0
4122,2029-04-14,38,32624,558,Employed,High School,18,27997,60,Single,5,Own,175,0.2655878858795107,4,1,0.3047803184869749,0,Auto,0,28,14,953,1430,23474,17431,2718.6666666666665,0.8522467449847652,3,6043,0.253997,0.2566019747661631,832.6204608845685,0.3706303804136471,0
4123,2029-04-15,51,82193,486,Self-Employed,Master,30,25655,72,Single,0,Rent,357,0.3614351291083761,1,1,0.1582034264599477,0,Education,0,18,21,5083,11732,512985,9283,6849.416666666667,0.5715478895794989,7,503702,0.297655,0.2601635720937125,707.1589372713743,0.1553649002622667,1
4124,2029-04-16,42,57411,641,Employed,Bachelor,20,11385,60,Divorced,0,Mortgage,439,0.6019285211262794,0,1,0.2386059212978926,0,Debt Consolidation,0,27,28,1433,133,33887,28475,4784.25,0.8358444906217358,4,5412,0.195885,0.1826869780583625,290.7709045280956,0.152536114234853,1
4125,2029-04-17,43,64194,598,Employed,High School,18,15851,36,Single,0,Own,287,0.2362722691861127,3,0,0.6002944132773604,0,Home,0,22,19,949,1810,76269,82555,5349.5,0.9743739113101464,3,3343,0.201851,0.2182815060532437,603.9485822757047,0.1665480105198064,0
4126,2029-04-18,26,153633,594,Employed,Associate,4,10658,48,Married,4,Rent,370,0.1935671476623688,0,0,0.274181410385083,0,Education,0,27,17,3632,2464,37864,92220,12802.75,0.903286957429042,3,2514,0.208658,0.2085921447797113,329.22584956105754,0.054615285744161,1
4127,2029-04-19,29,211877,534,Employed,High School,8,10173,24,Married,0,Other,255,0.3966238277185799,0,0,0.2320470742906747,0,Education,0,17,12,5430,1088,12001,5532,17656.416666666668,0.7440387676169274,4,6469,0.2181729999999999,0.1989870504065243,517.2597342520781,0.0437381915499319,1
4128,2029-04-20,61,70003,659,Employed,Master,42,18397,48,Married,1,Rent,560,0.0895310461382912,6,2,0.2814700451914895,0,Home,0,33,14,857,1394,233989,16881,5833.583333333333,0.7817159405643341,15,217108,0.183897,0.1585182592779102,519.9810961068655,0.1851316822605086,1
4129,2029-04-21,31,81573,606,Employed,Bachelor,5,45282,36,Married,0,Mortgage,264,0.1584831001301112,4,0,0.1915626281142273,0,Home,0,30,26,8005,658,76288,27032,6797.75,0.8048892481315633,6,49256,0.227282,0.2407224974271169,1778.2602640854125,0.3004317993579364,0
4130,2029-04-22,59,93928,622,Employed,Bachelor,35,21381,36,Married,1,Mortgage,344,0.2391063921607163,1,1,0.1750249293861166,0,Debt Consolidation,0,26,17,3214,1812,10241,78716,7827.333333333333,0.7883068061106844,3,4437,0.195381,0.2050695126008212,800.128163059074,0.1461708751033652,1
4131,2029-04-23,37,79865,539,Employed,High School,13,16902,60,Single,2,Other,227,0.4342501153089202,2,0,0.6611102889072686,0,Debt Consolidation,1,24,8,2024,447,17018,7126,6655.416666666667,0.8729503571809708,3,9892,0.252402,0.2583097004766571,504.36383836936034,0.1098900151559797,0
4132,2029-04-24,40,99419,617,Employed,Bachelor,16,33726,60,Married,0,Own,414,0.0397991373052567,4,1,0.197000881725267,0,Home,0,28,5,1662,970,96767,9195,8284.916666666666,0.8487757150075764,6,87572,0.230226,0.212622378774382,917.383760230679,0.1606997165810172,1
4133,2029-04-25,52,45971,650,Unemployed,Master,30,19848,36,Married,3,Mortgage,271,0.4579080288193896,6,0,0.1311369614385786,0,Auto,0,27,12,2250,1740,70226,12678,3830.9166666666665,0.7222347496722579,8,57548,0.179848,0.1627432643037275,700.4878955028191,0.2535914978145751,0
4134,2029-04-26,55,162160,541,Employed,Bachelor,32,28457,48,Single,1,Own,353,0.4982421847435199,5,1,0.7798256566071448,0,Auto,0,25,16,3561,1132,44647,33473,13513.333333333334,0.7503879154632667,5,11174,0.252957,0.2377565693848705,924.224592885958,0.0945158800852953,1
4135,2029-04-27,38,121777,574,Self-Employed,Associate,13,53460,84,Married,3,Rent,644,0.1433402815907924,3,1,0.445874736693608,1,Home,0,17,21,7997,8124,80319,7368,10148.083333333334,0.7067744259456678,2,72951,0.29146,0.2986475055143996,1523.7215266919409,0.213608959986724,0
4136,2029-04-28,35,105552,625,Employed,Master,12,22817,36,Divorced,2,Mortgage,195,0.1560801120276873,1,1,0.3806732361188436,0,Home,0,29,27,3447,359,56829,76108,8796.0,0.9494616458418704,5,2890,0.195317,0.2140347207275979,864.3659756654972,0.120437241435368,1
4137,2029-04-29,39,62200,479,Employed,High School,15,18666,48,Single,3,Rent,425,0.2741179383517551,4,2,0.125965078129059,0,Home,0,19,8,4221,737,46059,56682,5183.333333333333,0.8092490413706599,5,6146,0.2741659999999999,0.2544664737172776,623.5700096620462,0.2022964648865684,0
4138,2029-04-30,44,54210,535,Employed,High School,20,30225,48,Married,1,Rent,187,0.2355867576659757,2,1,0.3161987301447225,0,Debt Consolidation,0,28,25,6691,147,19218,18326,4517.5,0.7854763858845566,9,10103,0.257725,0.2844800262994127,1061.1686454010407,0.2762963243831856,0
4139,2029-05-01,50,58599,550,Employed,Associate,26,20342,36,Single,0,Mortgage,514,0.5127096038124249,4,2,0.4095180305516497,0,Auto,0,34,17,3674,839,35728,37218,4883.25,0.6876519786367916,6,7970,0.230342,0.2287418683630129,786.0998673964378,0.2662365980436057,0
4140,2029-05-02,40,82116,606,Employed,High School,18,13362,24,Single,0,Other,401,0.6419178744794375,2,1,0.1010136398108693,0,Debt Consolidation,0,24,13,5331,296,493458,28457,6843.0,0.8420097254370428,3,465001,0.185362,0.1692372489242387,660.1579204159015,0.1550720327949585,1
4141,2029-05-03,47,51355,580,Employed,High School,25,16525,84,Married,4,Mortgage,582,0.0972640406022129,5,0,0.2070049806397537,0,Home,0,24,1,31644,646,56341,113782,4279.583333333333,0.5156455486077581,8,10104,0.251525,0.225403998339667,392.6462591921257,0.2277432598638011,0
4142,2029-05-04,59,78401,673,Employed,Bachelor,35,22374,72,Divorced,0,Mortgage,279,0.542938612217359,4,1,0.2681769515118313,0,Debt Consolidation,0,37,21,3862,2956,52756,34289,6533.416666666667,0.8442287097083945,2,18467,0.200874,0.1798099434766398,510.0611579419044,0.1207731265583711,1
4143,2029-05-05,44,47769,619,Self-Employed,Associate,20,18431,24,Married,1,Rent,237,0.1790197506385027,2,2,0.4684730271818154,0,Home,0,27,21,1964,1805,33557,22262,3980.75,0.883223550321084,2,11295,0.183931,0.2140870696280385,950.792997302844,0.2983842234008275,0
4144,2029-05-06,43,54492,591,Self-Employed,Master,18,33870,24,Widowed,2,Mortgage,487,0.1814434115035613,3,1,0.1678254484680524,0,Home,0,16,19,6337,584,33246,50771,4541.0,0.7086516993690816,7,5564,0.2133699999999999,0.2079451760716341,1737.0154562289706,0.4897633684714756,0
4145,2029-05-07,21,100004,566,Employed,High School,0,19054,72,Single,0,Mortgage,478,0.4409637688619665,0,1,0.0803118372949203,0,Home,1,26,16,4117,13428,102124,9613,8333.666666666666,0.779887618724439,4,92511,0.251054,0.2436912474631723,505.90960202940863,0.1180644296663424,0
4146,2029-05-08,18,68052,585,Self-Employed,Doctorate,0,18667,60,Married,0,Rent,240,0.5338870413547052,4,0,0.2149361912269751,0,Other,0,21,13,1561,577,65015,8892,5671.0,0.8065666387648179,3,56123,0.231167,0.2214999758062905,517.1554830044381,0.1335135748553056,0
4147,2029-05-09,44,42592,622,Employed,Associate,22,27813,48,Widowed,3,Own,1008,0.0971068525658229,4,0,0.3630512046221416,0,Home,0,17,18,13331,1320,65133,5173,3549.333333333333,0.6969333013299241,5,59960,0.211813,0.2357848858336576,900.2858808692318,0.5376462849932095,0
4148,2029-05-10,38,59015,625,Employed,Bachelor,17,14875,60,Married,3,Other,670,0.1840676845197423,2,1,0.1513795374456161,0,Auto,0,27,12,15809,414,361029,15770,4917.916666666667,0.8373323679055782,3,345259,0.207375,0.2125941830396335,404.5924657046384,0.2185056271872517,1
4149,2029-05-11,33,20151,580,Employed,High School,9,23135,12,Married,1,Mortgage,364,0.1319131540648923,1,1,0.601554365102504,0,Home,0,28,17,2619,2210,18910,28891,1679.25,0.6333960642463992,8,6569,0.198135,0.1666496763743671,2106.3453249764607,1.4711003870635466,0
4150,2029-05-12,42,102768,603,Self-Employed,Bachelor,21,11991,36,Married,0,Other,413,0.29473579645589,1,0,0.3515872973579418,0,Other,0,27,18,1469,217,41695,21155,8564.0,0.9651567844817996,5,20540,0.195491,0.1917752700052238,440.61935756621966,0.0996753103183348,1
4151,2029-05-13,39,77559,604,Employed,Doctorate,17,14680,60,Married,0,Mortgage,502,0.0353093247065269,1,3,0.2926560883440157,0,Other,0,18,13,813,519,57038,30412,6463.25,0.929080222669528,4,26626,0.2176799999999999,0.208224471822001,395.6785198986837,0.1388896483810286,1
4152,2029-05-14,53,57065,667,Employed,Bachelor,28,16504,48,Single,1,Mortgage,277,0.0954527770116529,3,0,0.0486947104245059,0,Home,0,21,15,5387,2204,308903,40672,4755.416666666667,0.8598684230465142,7,268231,0.178004,0.1692311184869726,475.5673551584426,0.1582547667029056,1
4153,2029-05-15,41,34155,548,Employed,High School,16,20224,12,Divorced,3,Other,245,0.0726245867394686,3,2,0.605345752361749,0,Home,0,26,10,187,3048,60697,85479,2846.25,0.9342141108921704,4,6132,0.211224,0.2024194680831816,1875.782884419127,0.7451147595675458,0
4154,2029-05-16,31,18213,593,Employed,Associate,8,17370,96,Married,1,Rent,480,0.2018801289728014,2,0,0.4590886355354893,0,Home,0,33,28,1495,484,12981,27103,1517.75,0.8472039814197253,5,7143,0.25587,0.2518565159198558,422.0202865269681,0.5943141403570865,0
4155,2029-05-17,51,168559,570,Self-Employed,Associate,29,11484,84,Married,5,Other,715,0.5049154782968138,4,1,0.2889338232482042,0,Debt Consolidation,0,20,11,896,1320,37603,142466,14046.583333333334,0.8224482241534561,2,8573,0.251484,0.2408367148685349,283.9848294614796,0.0711194178509468,1
4156,2029-05-18,37,40841,593,Employed,High School,15,10328,72,Widowed,3,Mortgage,639,0.2700503393173967,1,1,0.2976272853398112,0,Other,0,27,10,5393,2095,338822,18715,3403.4166666666665,0.7193957013440037,6,320107,0.228828,0.233254392361629,267.6898805573156,0.2664057825882762,0
4157,2029-05-19,46,179892,639,Employed,Master,22,29430,24,Divorced,1,Mortgage,417,0.3867286234045051,3,1,0.4278274451174036,0,Education,0,24,9,1537,1091,120870,12713,14991.0,0.930725645048174,3,108157,0.18493,0.1684016737838342,1452.8266444903536,0.1247299476012509,1
4158,2029-05-20,34,42377,611,Employed,Associate,12,28274,24,Married,2,Mortgage,184,0.3112413699072913,2,2,0.374016387704366,0,Debt Consolidation,0,21,9,4735,1990,10680,95547,3531.4166666666665,0.7667471012984045,6,2615,0.1977739999999999,0.1989115194905389,1437.5249214091116,0.459171226299864,0
4159,2029-05-21,32,57428,585,Employed,Associate,11,27746,48,Widowed,2,Other,355,0.3490626985102862,2,0,0.7624291723952512,0,Home,0,22,1,6834,1118,37824,207814,4785.666666666667,0.9092653579455244,6,7847,0.230246,0.2353387814250666,897.4355757547168,0.2617055601632758,0
4160,2029-05-22,41,83217,604,Employed,High School,16,7349,12,Divorced,2,Mortgage,634,0.0797756885330054,7,1,0.3059134685170664,0,Debt Consolidation,0,24,19,2111,501,20827,30962,6934.75,0.6110784353963691,5,2855,0.170349,0.2004188346472103,680.9183057379505,0.1896129356844804,1
4161,2029-05-23,40,54830,582,Employed,High School,17,21955,12,Married,5,Mortgage,452,0.2288566191304464,1,0,0.5368364798737789,0,Debt Consolidation,0,31,15,4207,3277,67354,55907,4569.166666666667,0.6664422268022611,5,11447,0.195955,0.1931313871710286,2026.5802416481388,0.5424578314750622,0
4162,2029-05-24,45,43478,651,Employed,Master,24,17450,36,Married,1,Own,341,0.4400920091373403,5,1,0.4557652001514186,0,Debt Consolidation,0,37,9,558,1467,58390,22019,3623.1666666666665,0.8381255036209869,6,36371,0.17695,0.1648715672553088,617.6953884352636,0.2646015148172216,1
4163,2029-05-25,36,16430,562,Employed,High School,13,20424,60,Divorced,2,Rent,145,0.1235916525066689,3,1,0.1349718501133696,0,Home,0,16,18,6154,974,57648,74493,1369.1666666666667,0.8276615395225333,5,10629,0.2444239999999999,0.2514823955431273,601.2477266383444,0.5450379013791925,0
4164,2029-05-26,18,172358,520,Employed,Associate,0,15386,36,Single,1,Mortgage,561,0.5085385960892181,2,1,0.3715125024775488,0,Home,0,31,20,2734,535,24264,40897,14363.166666666666,0.6610387507447575,10,8424,0.240386,0.2398636689070307,603.5265404123247,0.0810772838217425,1
4165,2029-05-27,34,33149,630,Employed,Bachelor,14,9402,60,Married,4,Own,184,0.2289750855101903,2,1,0.4509573976749895,0,Auto,0,19,2,13816,1230,15046,45975,2762.4166666666665,0.8542013813126452,6,2062,0.199402,0.1931712042848257,245.53656760883968,0.155493040855111,0
4166,2029-05-28,49,277236,612,Employed,Associate,27,43713,48,Single,5,Rent,192,0.3260468421014579,5,1,0.3072352534186273,0,Debt Consolidation,0,21,26,2246,3373,47306,16771,23103.0,0.7755044696267509,5,30535,0.232713,0.2344493482630576,1411.7435233235135,0.0694171113415363,1
4167,2029-05-29,36,35182,566,Employed,Associate,14,10856,60,Married,0,Rent,312,0.1271969947135798,4,1,0.1519518695001523,0,Education,0,21,11,14882,784,179220,15770,2931.833333333333,0.7965767590380144,4,163450,0.232856,0.2483334659399071,317.5781767666832,0.2147387334773519,0
4168,2029-05-30,37,145827,482,Self-Employed,Bachelor,14,33744,60,Married,3,Mortgage,549,0.4044342410258025,4,0,0.38071165447202,1,Home,0,26,9,2840,2341,70648,11891,12152.25,0.7531061455780435,3,58757,0.297744,0.2694529451819413,1029.2810527051674,0.1298756240782708,1
4169,2029-05-31,51,81686,597,Employed,Doctorate,27,19203,48,Married,3,Own,748,0.4414476194232912,2,0,0.3013186759553981,0,Debt Consolidation,0,16,7,6816,995,56295,10960,6807.166666666667,0.9429712251176424,4,45335,0.215703,0.2176788366292902,602.5939445124628,0.198407650443767,1
4170,2029-06-01,31,71860,560,Employed,Bachelor,10,24800,36,Married,2,Other,282,0.2553186981153843,1,1,0.3981741091127777,0,Home,0,27,18,1318,384,26757,37357,5988.333333333333,0.8388509568597144,6,1552,0.2297999999999999,0.1958404708708535,916.4091938300392,0.2001239956298423,1
4171,2029-06-02,21,44465,443,Self-Employed,Doctorate,1,26330,36,Married,2,Mortgage,424,0.2671839721358944,1,1,0.4461004600385055,0,Debt Consolidation,0,20,17,2655,1628,83929,12825,3705.4166666666665,0.8489094474207807,3,71104,0.28983,0.2647172152912088,1067.4795006832574,0.4025133027819428,0
4172,2029-06-03,38,43801,614,Employed,Bachelor,13,21859,36,Single,1,Other,485,0.1788622959047114,3,1,0.1601303344553235,0,Other,0,25,29,7019,1272,33732,25352,3650.0833333333335,0.941659292087733,2,8380,0.1998589999999999,0.1989115349990403,811.1469718690369,0.3551006520953503,0
4173,2029-06-04,34,35063,567,Employed,High School,14,14732,60,Married,4,Mortgage,414,0.3290394145898379,8,2,0.0645794807043024,0,Auto,1,19,18,7997,316,12878,47040,2921.9166666666665,0.9429032834341324,6,7000,0.236232,0.2283614835134482,413.91633683082046,0.2833470051612767,0
4174,2029-06-05,28,43151,521,Employed,High School,5,24629,48,Divorced,3,Rent,339,0.2000373001578102,2,1,0.5405829355382227,0,Debt Consolidation,0,15,4,1543,531,110106,94215,3595.9166666666665,0.9051694121254666,8,15891,0.259129,0.2349259187287526,796.057498457957,0.3156517805264185,0
4175,2029-06-06,37,53405,474,Employed,Master,15,29872,36,Married,2,Mortgage,762,0.5140696714682039,2,2,0.2433375906015686,0,Education,0,20,20,1207,984,168129,39697,4450.416666666667,0.9483160546411532,7,128432,0.277872,0.2645509843737894,1210.8150345087183,0.4432877148975679,0
4176,2029-06-07,45,33811,562,Self-Employed,Associate,22,19054,60,Married,0,Mortgage,176,0.2584298882060051,3,2,0.0937245659504024,0,Other,0,26,1,1416,549,173563,4103,2817.583333333333,0.8840065547424422,6,169460,0.243054,0.2247142306919594,531.3705983885243,0.251055786006397,0
4177,2029-06-08,39,23703,580,Employed,Associate,13,18470,24,Married,0,Other,128,0.3184379284648948,5,0,0.4038112639506789,0,Auto,1,25,6,1245,896,10893,37029,1975.25,0.9283216473533488,2,7230,0.20347,0.2133377959529627,952.1237675855896,0.5468288913229159,0
4178,2029-06-09,43,36975,582,Employed,Master,14,25319,60,Single,3,Mortgage,366,0.0714611019698515,7,0,0.102824858193746,0,Other,0,24,29,631,1083,33697,70741,3081.25,0.8067530047802,5,2893,0.239319,0.2113364934032802,686.8689022657653,0.3417018749746906,1
4179,2029-06-10,61,77108,657,Employed,High School,42,33912,36,Divorced,1,Other,484,0.4641892842966252,3,1,0.3176696670484105,0,Other,0,26,23,5217,750,83882,6037,6425.666666666667,0.7608918297904879,2,77845,0.190412,0.1777716199165512,1222.21246620323,0.2655308086636764,0
4180,2029-06-11,35,34734,558,Employed,Bachelor,11,32840,36,Divorced,0,Own,259,0.40655024734066,2,1,0.385131587587218,0,Home,0,29,17,8862,608,21708,4063,2894.5,0.9749519597862948,1,17645,0.23884,0.2632165073558157,1328.7773268222218,0.5485497760657183,0
4181,2029-06-12,43,26098,515,Employed,Bachelor,21,54116,60,Single,3,Mortgage,122,0.439417694869268,3,1,0.2173952415947286,0,Home,0,17,29,747,790,28953,37971,2174.833333333333,0.8937220473510037,4,9927,0.301616,0.3064596579657755,1772.36903113492,0.8710410136262947,0
4182,2029-06-13,33,48818,623,Employed,Bachelor,8,10454,72,Single,1,Mortgage,392,0.1163244497332922,2,0,0.3303096796112554,0,Auto,0,27,27,543,405,39584,37693,4068.1666666666665,0.9844708481836756,7,1891,0.213954,0.2240344371785743,265.1778139651336,0.1615415168089967,0
4183,2029-06-14,29,15000,602,Employed,Associate,5,39138,60,Married,0,Mortgage,245,0.5777299422307721,7,0,0.4510459984226441,0,Home,0,22,10,3414,2486,14942,11688,1250.0,0.8280275615474267,6,3254,0.243138,0.2345400285865516,1113.5514018336032,1.0868411214668825,0
4184,2029-06-15,32,41835,557,Employed,Bachelor,7,22459,72,Single,1,Mortgage,405,0.4767343126419631,1,1,0.4712382867795842,1,Home,0,22,27,4863,3496,160586,135397,3486.25,0.7987333694461106,10,25189,0.258959,0.2172647172623517,560.6670269099529,0.2769930518207107,0
4185,2029-06-16,34,45069,614,Employed,High School,11,25332,60,Married,3,Other,433,0.4519408359639484,1,0,0.3611889085796346,0,Debt Consolidation,0,20,9,2448,3585,83850,42770,3755.75,0.8039577878387929,5,41080,0.2233319999999999,0.2174709614592686,696.0045897640612,0.3006069599318541,0
4186,2029-06-17,44,72912,585,Employed,Bachelor,23,23614,24,Married,4,Mortgage,833,0.293930165511618,6,1,0.3812447536771149,0,Debt Consolidation,0,24,10,1424,202,87508,142560,6076.0,0.6720639405013588,3,10239,0.206114,0.2065830039145493,1209.4611659914192,0.3361522656338741,0
4187,2029-06-18,68,76492,652,Employed,Bachelor,44,5152,12,Married,4,Rent,450,0.0231411930899112,3,0,0.0679956532130288,0,Debt Consolidation,0,17,13,8710,1818,39286,115612,6374.333333333333,0.8866929267947381,3,1874,0.144152,0.1367155436211581,461.7874168834236,0.1430404356351132,1
4188,2029-06-19,31,23269,517,Employed,Master,8,53988,24,Single,2,Own,507,0.2089992392100405,2,0,0.2829956911531446,0,Home,0,21,18,1208,2885,236250,8392,1939.0833333333333,0.7180716052861432,5,227858,0.270488,0.2521719132385174,2887.30819899313,1.7504705138990746,0
4189,2029-06-20,35,38584,544,Employed,High School,13,9128,60,Single,0,Mortgage,227,0.4906832608690129,7,1,0.1408898786009287,0,Debt Consolidation,0,22,9,1959,161,19953,7480,3215.333333333333,0.8206255989171533,7,12473,0.242128,0.2771867611210343,282.6605915505492,0.1585094106004196,0
4190,2029-06-21,39,84056,623,Employed,Master,17,17759,96,Married,1,Rent,705,0.0773317634126209,5,0,0.1752166512088184,0,Debt Consolidation,0,23,17,11731,337,23142,24854,7004.666666666667,0.9876778285454372,7,5748,0.241259,0.2156218603078433,389.5897774600924,0.1562657910145749,1
4191,2029-06-22,44,79346,636,Employed,Bachelor,19,11095,24,Married,1,Other,486,0.473059940658793,3,0,0.3408189625778491,0,Home,1,18,21,1377,3350,22124,11325,6612.166666666667,0.6630311994526391,0,10799,0.168095,0.1424536705495784,533.9899172939419,0.1542595594929461,1
4192,2029-06-23,43,30669,577,Employed,Bachelor,17,26004,48,Single,1,Rent,471,0.4967848008033786,3,1,0.3131828494258569,1,Education,1,28,7,896,565,37024,7057,2555.75,0.6736442464222239,2,29967,0.232504,0.2217481258778589,821.7539444198723,0.5058217526831155,0
4193,2029-06-24,55,81622,570,Employed,Associate,35,30986,36,Married,0,Mortgage,496,0.3186758866925925,4,3,0.4499976754035227,0,Home,0,28,26,2736,2228,36779,13620,6801.833333333333,0.800293265299867,0,23159,0.230986,0.2215046971107245,1185.7827730877266,0.2472543343345264,1
4194,2029-06-25,18,56633,462,Employed,Associate,0,16791,60,Divorced,1,Rent,237,0.6516055739979109,2,1,0.2944377059523645,1,Home,0,37,9,5399,944,581539,13834,4719.416666666667,0.9171750693918452,4,567705,0.290791,0.3332269041527939,578.0066153107799,0.1726922356881916,0
4195,2029-06-26,18,25446,622,Employed,Bachelor,0,6830,24,Divorced,1,Own,263,0.5430354397134158,2,3,0.0501034017246762,0,Auto,0,22,13,2113,1268,9522,10098,2120.5,0.7234214730001164,2,7816,0.17083,0.158876446086582,334.0514961878894,0.281561658188111,0
4196,2029-06-27,34,15043,475,Employed,Doctorate,14,42087,60,Single,2,Rent,457,0.1778928538526443,9,1,0.3702698909601928,0,Debt Consolidation,1,32,26,3340,1896,38297,26640,1253.5833333333333,0.907503235117087,0,11657,0.309587,0.2490527312620176,1232.9729396861203,1.348113758973173,0
4197,2029-06-28,53,135143,636,Employed,Associate,30,24232,96,Single,1,Other,331,0.2702786141954811,4,3,0.5124838597856501,0,Home,0,18,25,6850,1653,21190,42132,11261.916666666666,0.5494017970827151,6,6350,0.241232,0.2660443710609216,611.7654274985497,0.0837126978828544,1
4198,2029-06-29,21,51483,569,Employed,Master,0,10715,36,Divorced,3,Rent,257,0.6366357147523474,1,2,0.1662925686721697,0,Debt Consolidation,0,19,1,1420,2044,55909,99842,4290.25,0.7653751158101267,5,6479,0.211215,0.2477985081530677,424.7799352295049,0.1589138011140387,0
4199,2029-06-30,18,29635,509,Employed,Bachelor,0,26532,48,Married,0,Mortgage,341,0.1034219853055153,3,1,0.351398717526747,0,Debt Consolidation,1,22,11,4117,311,40602,8612,2469.583333333333,0.7124208175583774,5,31990,0.267032,0.247897609933918,876.6166687497694,0.4930453863673775,0
4200,2029-07-01,46,41267,558,Employed,Master,25,14043,12,Married,0,Rent,1020,0.2820597243889337,2,0,0.1712513615507191,0,Auto,1,28,4,53574,2919,56493,7478,3438.9166666666665,0.8203009637286734,5,49015,0.200043,0.2400515999999999,1327.935482924247,0.6827543992800776,0
4201,2029-07-02,42,59030,571,Employed,High School,22,63241,60,Married,0,Rent,317,0.152023349546558,1,2,0.5978844461800741,0,Home,0,27,5,11557,16195,51184,22059,4919.166666666667,0.8987439435925334,2,29125,0.282741,0.2560106562347758,1878.558067170728,0.4463272371006053,0
4202,2029-07-03,26,77949,572,Unemployed,Bachelor,5,30784,36,Married,0,Mortgage,1127,0.194677515883487,4,1,0.1091564504070207,0,Auto,0,25,2,3308,216,43691,34292,6495.75,0.9557807128966884,4,9399,0.229784,0.2235328595905084,1181.2886199291154,0.3553536727751399,0
4203,2029-07-04,28,17282,593,Employed,Master,8,13316,72,Married,3,Own,484,0.1699504791250045,1,1,0.1378619814266432,0,Education,0,28,26,3024,868,135713,12997,1440.1666666666667,0.9107204655447824,4,122716,0.231816,0.203294279923981,321.50367815735353,0.5593128189959635,0
